REFCODE,DOI,CCDC
FERVOP,10.1002/chem.201203559,
FERWAC,10.1002/chem.201203559,
FESBIQ,10.1021/cg301502u,
FEVDER,10.1016/j.micromeso.2013.01.020,
FEVDIV,10.1016/j.micromeso.2013.01.020,
FEVFUJ,10.1039/c3dt32302a,
FEVNEA,10.1002/anie.200461707,
FEVNIE,10.1002/anie.200461707,
FEVNOK,10.1002/anie.200461895,
FEVSAC,10.1002/ejic.201201342,
FEVTEF,10.1021/ic9812609,
FEVVIM,10.1021/ic9812609,
FEWGUL,10.1021/ic302318j,
FEWQIJ,10.1002/asia.201300250,
FEWQOP,10.1002/asia.201300250,
FEWTUY,10.1002/ejic.201201461,
FEWWOV,10.1071/CH12444,
FEWWUB,10.1071/CH12444,
FEXCES,10.1021/cg301413u,
FEXHOG,10.1002/anie.200461895,
FEXHOG01,10.1039/C0SC00272K,
FEYJOJ,10.1021/ic048612y,
FEYQIK,10.1021/ic048755k,
FEZCOD,10.1021/ic040113+,
FEZCUJ,10.1021/ic040113+,
FEZREJ,10.1016/j.ica.2012.11.015,
FIBHEF,10.1039/c3sc00016h,
FIBHIJ,10.1039/c3sc00016h,
FIDRIV,10.1039/C3CC43549K,
FIFMIS,10.1021/ja403449k,
FIFMIS01,10.1021/ja403449k,
FIFMOX,10.1021/ic048289z,
FIFMOY,10.1021/ja403449k,
FIFMUD,10.1021/ic048289z,
FIFMUE,10.1021/ja403449k,
FIFNUE,10.1021/ic049170t,
FIFNUE01,10.1016/j.micromeso.2005.11.046,
FIFPAM,10.1021/ic049170t,
FIFPAM01,10.1016/j.micromeso.2005.11.046,
FIFPOA,10.1021/ic0487373,
FIGQUJ,10.1016/j.ica.2013.05.009,
FIGXAU,10.1016/0022-5088(86,
FIGXAW,10.1039/C3CE41169A,
FIGXEY,10.1016/0022-5088(86,
FIHFAF,10.1039/C3DT51258D,
FIHHUB,10.1039/C3CE41002A,
FIHLOZ,10.1039/C3CE41169A,
FIHLUF,10.1039/C3CE41169A,
FIHRIZ,10.1039/C3CE40548F,
FIHXUR,10.1016/j.ica.2013.06.014,
FIJCUX,10.1021/ja045123o,
FIJCUX01,10.1016/j.jssc.2004.12.004,
FIJDIM,10.1021/ja045123o,
FIJDIM01,10.1021/ja051233z,
FIJDIM02,10.1021/ja051233z,
FIJDIM03,10.1021/ja051233z,
FIJDIM04,10.1021/ja051233z,
FIJDIM05,10.1021/ja051233z,
FIJDIM06,10.1021/ja051233z,
FIJDIM07,10.1021/ja051233z,
FIJDIM08,10.1021/ja051233z,
FIJDIM09,10.1021/ja051233z,
FIJDIM10,10.1021/ja051233z,
FIJDIM11,10.1021/ja051233z,
FIJDIM12,10.1002/ejic.201000378,
FIJDOS,10.1021/ja045123o,
FIJDUY,10.1021/ja045123o,
FIJFEK,10.1021/ja045123o,
FIJFUA,10.1021/ja045123o,
FIKQIB,10.1016/j.inoche.2013.02.016,
FIKTOK,10.1016/j.inoche.2013.02.013,
FILYEG,10.1039/C3CE41044G,
FIMNIA,10.5560/ZNB.2013-3007,
FIMXUW,10.1016/j.inoche.2013.03.035,
FINQOK,10.5560/ZNB.2013-3007,
FINQUQ,10.5560/ZNB.2013-3007,
FIPJAR,-,y
FIPWOS,10.1002/anie.201307074,
FIPWUY,10.1002/anie.201307074,
FIPXEJ,10.1002/anie.201307074,
FIQCEN,10.1126/science.283.5405.1148,
FIQYOU,10.1002/ejic.200400395,
FIQYUA,10.1002/ejic.200400395,
FIQZEM,10.1080/15533174.2013.771664,
FIRMUQ,10.1038/srep03312,
FIRNAX,10.1038/srep03312,
FIRNAX01,10.1038/srep03312,
FIRNIF,10.1038/srep03312,
FIRNOL,10.1038/srep03312,
FIRNUR,10.1038/srep03312,
FIRPAZ,10.1038/srep03312,
FIRVEH,10.1016/0025-5408(87,
FIRZOX,10.1080/15533174.2013.769588,
FISGOF,10.1039/C3CC48747D,
FISPIH,10.1021/ic048869w,
FITHAS,10.1002/chem.200400594,
FITJAU,10.1002/chem.200400889,
FITJEY,10.1002/chem.200400889,
FIVNAZ,-,y
FIVYEP,10.1039/b414190c,
FIVYEP01,10.1039/b503964a,
FIVYUF,10.1021/ja0437095,
fixed0946,-,x
FIYDOH,10.1021/cm049071d,
FOHCAH,10.1107/S1600536805014625,
FOHCIP,10.1107/S1600536805015394,
FOHQUO,10.1002/(SICI)1099-0682(199906)1999:6<935::AID-EJIC935>3.3.CO;2-D,
FOHSAW01,10.1107/S1600536810049779,
FONPUV,10.1039/C4CE01602E,
FONQIJ,10.1107/S1600536805015230,
FOPWEO,10.1039/C4DT02316A,
FOQSUA,10.1021/ic802069k,
FORTIR,10.1002/anie.201408896,
FORTUD,10.1002/anie.201408896,
FORWAL,10.1021/ic800356v,
FOTNIN,10.1002/anie.201409334,
FOWTOC,10.1021/cg501211f,
FOXHUX,10.1021/cg501211f,
FOXNIQ,10.1021/cg800575f,
FOXQIT,10.1021/cg800600g,
FUBDEM,10.1038/nature08326,
FUBDIQ,10.1038/nature08326,
FUDQIF,10.1002/ejic.200900144,
FUFREE,10.1021/cg801321e,
FULQOT,10.1007/s10870-009-9638-5,
FULQUZ,10.1007/s10870-009-9638-5,
FUNBAS,10.1021/ja909519e,
FUNBEW,10.1021/ja909519e,
FUNBIA,10.1021/ja909519e,
FUNBOG,10.1021/ja909519e,
FUNCAT,10.1021/ja909519e,
FUNCEX,10.1021/ja909519e,
FUQJUX,private communication,y
FURQOZ,10.1002/chem.200900010,
FURQOZ01,10.1002/chem.200900010,
FURQUF,10.1002/chem.200900010,
FURRUG,10.1002/chem.200900010,
FURRUG01,10.1002/chem.200900010,
FURSAN,10.1002/chem.200900010,
FUSWIA,10.1021/ic9003802,
FUSYUO,private communication,y
FUTCAZ,private communication,y
FUTDII,10.1021/ic900217t,
FUTKEL,10.1002/chem.200802691,
FUTZOK,10.1021/cg900518s,
FUWXOL,10.1021/cg100725j,
FUWYAY,10.1021/cg100127w,
FUYYAA,10.1016/j.inoche.2010.04.027,
FUYZAB,10.1016/j.inoche.2010.04.023,
FUZKAN,-,y
GACPUX,10.1002/chem.201000522,
GACQAE,10.1002/chem.201000522,
GADMAA,10.1107/S010827010300595X,
GAGXAP,10.1016/j.ica.2010.03.040,
GAGZEV,10.1038/nchem.834,
GAHWIX,10.1039/c0nj00272k,
GAJTOC,10.1016/j.ica.2010.06.045,
GAJTUI,10.1016/j.ica.2010.06.045,
GAJVAQ,10.1016/j.ica.2010.06.045,
GAJVEU,10.1039/c0nj00196a,
GAJVIY,10.1039/c0nj00196a,
GAJYUN,10.1039/b9nj00456d,
GAJZAU,10.1039/b9nj00456d,
GAJZEY,10.1039/b9nj00456d,
GAJZIC,10.1039/b9nj00456d,
GAJZOI,10.1039/b9nj00456d,
GAJZUO,10.1039/b9nj00456d,
GAKBAX,10.1039/b9nj00456d,
GALBUS,10.1039/c2ce05948g,
GALCAZ,10.1039/c2ce05948g,
GALCED,10.1039/c2ce05948g,
GALHOS,10.1039/c2ce06538j,
GALHUY,10.1039/c2ce06538j,
GAMTAQ,10.1021/cg049600q,
GAMTEU,10.1021/cg049600q,
GAMTIY,10.1021/cg049600q,
GAMTUK,10.1021/cg049600q,
GAMVAS,10.1021/cg049600q,
GAMXAV,10.1021/ja204339e,
GAQYIH,10.1002/anie.200462260,
GATBUZ,10.1039/b509460g,
GATHAL,10.1039/b506677h,
GATJIV,10.1039/b505916j,
GAWBEM,10.1107/S160053680503268X,
GAWJEV,10.1016/j.inoche.2011.08.027,
GAWKAS,10.1016/j.inoche.2011.09.008,
GAWKEW,10.1016/j.inoche.2011.09.009,
GAWLIB,10.1016/j.inoche.2011.09.010,
GAWMAU,10.1016/j.inoche.2011.09.012,
GAWMOI,10.1021/ic300237e,
GAXDIS10,10.1039/DT9940003695,
GAXGET,10.1039/c2ce25099c,
GAXGET01,10.1016/j.inoche.2013.06.030,
GAXGIX,10.1039/c2ce25099c,
GAXGOD,10.1039/c2ce25099c,
GAXKOH,10.1039/c2ce25328c,
GAXKUN,10.1039/c2ce25328c,
GAXQIH,10.1039/c2ce25586c,
GAXVUY,10.1039/c2ce25440a,
GAXWAF,10.1039/c2ce25440a,
GAXWEJ,10.1039/c2ce25440a,
GAYFOD,10.1021/ic3001416,
GAYFUJ,10.1021/ic3001416,
GAYGAQ,10.1021/ic3001416,
GAYPED,10.1039/c2cc33118g,
GAYTEH,10.1039/c2cc32120c,
GAZLAW,10.1021/ic801500x,
GAZZIS,10.1038/nmat3343,
GAZZIS01,10.1038/nmat3343,
GAZZIS02,10.1038/nmat3343,
GAZZIS03,10.1038/nmat3343,
GAZZIS04,10.1038/nmat3343,
GAZZIS05,10.1038/nmat3343,
GEBCAT,10.1038/ncomms1956,
GECRAI,10.1021/ic0517422,
GEDDAW,10.1021/ic300487a,
GEDDEA,10.1021/ic300487a,
GEDLIM,10.1021/ic300235s,
GEDQIR,10.1021/ic3005085,
GEDQOX,10.1021/ic3005085,
GEDQUD,10.1021/ic3005085,
GEDRAK,10.1021/ic3005085,
GEDREO,10.1021/ic3005085,
GEDRIS,10.1021/ic3005085,
GEDROY,10.1021/ic3005085,
GEDRUE,10.1021/ic3005085,
GEDSAL,10.1021/ic3005085,
GEDSEP,10.1021/ic3005085,
GEDSIT,10.1021/ic3005085,
GEDSOZ,10.1021/ic3005085,
GEDSUF,10.1021/ic3005085,
GEDTAM,10.1021/ic3005085,
GEFFUT,10.1039/b600741d,
GEFYUN,10.1021/cm202608f,
GEFZAU,10.1021/cm202608f,
GEGDED,10.1021/cm2008889,
GEGSIW,10.1039/c2jm30866e,
GEGWAS,10.1039/c2ob25395j,
GEHSAN,-,y
GELJAJ,10.1016/j.poly.2006.01.031,
GELVEZ,10.1016/j.solidstatesciences.2006.04.013,
GELVEZ01,10.1039/c0dt01687j,
GELVEZ02,10.1039/c0dt01687j,
GELVID,10.1016/j.solidstatesciences.2006.04.013,
GELVID01,10.1039/c0dt01687j,
GENGIR,10.1021/ic301415p,
GEPDEM,10.1016/j.inoche.2012.09.024,
GEPDIQ,10.1016/j.inoche.2012.09.005,
GERNOI,10.1071/CH12270,
GERPUP,10.1016/j.molstruc.2006.03.103,
GERWEH,10.1021/cg301319u,
GERWIL,10.1021/cg301319u,
GERWOR,10.1021/cg301319u,
GESBOW,10.1002/anie.200603498,
GESBUC,10.1002/anie.200603498,
GESDUF,10.1021/cg301403w,
GESFAN,10.1021/cg301403w,
GETXAG,10.1039/c2ce26793d,
GETXAG01,10.1039/C4DT00456F,
GETXEK,10.1080/15533174.2012.756030,
GEVKID,10.5012/bkcs.2012.33.9.3111,
GEVXAI,10.1016/j.poly.2012.09.016,
GEVXIQ,10.1016/j.poly.2012.09.016,
GEWXAJ,10.1016/j.jssc.2012.10.003,
GEZFIC,10.1021/ic302375z,
GEZFOI,10.1021/ic302375z,
GEZRAG,10.1002/chem.201204458,
GIDKOU,10.1016/j.micromeso.2006.12.041,
GIFFAE,10.1002/zaac.201200234,
GIFFEI,10.1002/zaac.201200234,
GIFKAH,10.1007/BF00663047,
GIFKIP,10.1007/BF00663047,
GIFSOF,10.1016/j.poly.2012.06.038,
GIGWID01,10.1016/j.dyepig.2014.01.032,
GIHPAQ,10.1039/C3CC44745F,
GIHPEU,10.1039/C3CC44745F,
GIKMOD,10.1021/cg070407g,
GIKMOD01,10.1038/nchem.254,
GIKMOD02,10.1021/ja910600b,
GIKMOD03,10.1021/ja910600b,
GIKMOD04,10.1021/ja910600b,
GIKMOD05,10.1021/ja910600b,
GIKMOD06,10.1021/ja910600b,
GIKMOD07,10.1021/ja910600b,
GIKMOD08,10.1021/ja910600b,
GIKMOD09,10.1021/ja910600b,
GIKMOD10,10.1021/ja910600b,
GIKMOD11,10.1021/ja910600b,
GIKMOD12,10.1021/ja910600b,
GIKQIC,10.1021/cg400426m,
GIMSIG,10.7868/S0132344X13030080,
GIMVAA,10.1107/S1600536807049574,
GINDEO,10.1039/C3CE40910D,
GINLIA,10.1039/C3CC45988H,
GIQHAQ,10.1039/b711405b,
GIQXEK,10.1021/ic0621695,
GIQXIO,10.1021/ic0621695,
GIQXOU,10.1021/ic0621695,
GIQXUA,10.1021/ic0621695,
GIQYAH,10.1021/ic0621695,
GIQYEL,10.1021/ic0621695,
GIQYIP,10.1021/ic0621695,
GIQYOV,10.1021/ic0621695,
GIQYUB,10.1021/ic0621695,
GIQZIQ,10.1002/ejic.200700728,
GIRDUI,-,y
GIRFUJ,-,y
GIRGUL,-,y
GIRYIR,10.1039/C3CC49106D,
GIRYOX,10.1039/C3CC49106D,
GIRZAK,10.1039/C3CC49106D,
GISMIG,10.5012/bkcs.2013.34.9.2800,
GITPIK,10.1039/C3CE42045K,
GITTIN,10.1126/science.1152516,
GITTOT,10.1126/science.1152516,
GITTOT01,10.1126/science.1152516,
GITTUZ,10.1126/science.1152516,
GITVEL,10.1126/science.1152516,
GITVEL01,10.1126/science.1152516,
GITVIP,10.1126/science.1152516,
GITVIP01,10.1126/science.1152516,
GITWIQ,10.1126/science.1152516,
GITZAM,10.1039/C3CE42339E,
GIVDUL,10.1039/b712855j,
GIWBEU,10.1021/ic7016159,
GIWBIY,10.1021/ic7016159,
GIWBOE,10.1021/ic7016159,
GIWCAR,10.1021/ic7016159,
GIWCIZ,10.1021/ic7016159,
GIWCOF,10.1021/ic7016159,
GIWMOP,10.1016/j.molstruc.2007.04.002,
GIWNUV,10.1002/(SICI)1521-3773(19981231)37:24<3366::AID-ANIE3366>3.0.CO;2-Z,
GIXGOK,10.1039/b717233h,
GIYSAJ,10.1021/cg700796m,
GIYSAJ02,10.1021/ic801779j,
GIYSEN,10.1021/cg701131t,
GIYSIR,10.1021/cg701131t,
GIYSOX,10.1021/cg701131t,
GIYSUD,10.1021/cg0701022,
GIYTAK,10.1021/cg0701022,
GIYTIS,10.1021/cg0701022,
GIZJOP,10.1126/science.1152516,
GIZVER,10.1039/b712319a,
GOBGAG,10.1021/ja710616j,
GOBXAY,10.1039/C3NJ01371E,
GOFDAH,10.1039/b719565f,
GOGSIF,10.1016/j.inoche.2008.05.018,
GOGWAB,10.1080/00958970802020673,
GOGWEF,10.1080/00958970802020673,
GOJDOZ,10.1021/cg800389g,
GOJFAN,10.1021/cg800389g,
GOJRED,10.1021/cg800451z,
GOKBUE,10.1080/00958970802061156,
GOLQII,10.1107/S1600536809005947,
GONNAA,10.1039/C4DT01022A,
GOQSIQ,10.1039/C4CC07105K,
GOQXAN,10.1007/s12039-014-0714-9,
GOSBOH,10.1016/j.poly.2014.09.039,
GOSDEZ,10.1039/C4TA01372G,
GOSDID,10.1039/C4TA01372G,
GOSKEG,10.1021/ja509446h,
GOTDIE,10.1016/j.ica.2014.10.008,
GOVSER,10.1039/C4CC07642G,
GOWVOF,10.1016/j.poly.2014.11.019,
GOXGAD,10.1021/acs.cgd.5b00205,
GOXMEN,10.1016/j.poly.2014.09.002,
GOYXAV,10.1016/j.jssc.2014.11.022,
GOYXEZ,10.1016/j.jssc.2014.11.022,
GOYXID,10.1016/j.jssc.2014.11.022,
GOYXOJ,10.1016/j.jssc.2014.11.022,
GOYXUP,10.1016/j.jssc.2014.11.022,
GOYYAW,10.1016/j.jssc.2014.11.022,
GOYYEA,10.1016/j.jssc.2014.11.022,
GOYYIE,10.1016/j.jssc.2014.11.022,
GOZNAM,10.1021/cg501128n,
GOZNEQ,10.1021/cg501128n,
GUBVUU,10.1021/ja982577a,
GUFREF,10.1039/b901418g,
GUJGAU,10.1016/j.inoche.2009.05.019,
GUJGEY,10.1016/j.inoche.2009.05.019,
GUJTOV,10.1016/j.inoche.2009.04.017,
GUJVIR,10.1016/j.inoche.2009.04.012,
GUJVOX,10.1016/j.inoche.2009.04.012,
GUKZAO,10.1016/j.jssc.2009.04.024,
GULPIN,10.1016/j.inoche.2009.04.010,
GULVUF,10.1039/b909658b,
GULWAM,10.1039/b909658b,
GULWEQ,10.1039/b907149k,
GULWIU,10.1039/b907149k,
GULWOA,10.1039/b907149k,
GUNFAW01,10.1021/ic010363f,
GUPBEZ,10.1002/chem.200900743,
GUPBEZ01,10.1002/chem.200900743,
GUPBEZ02,10.1021/ja308801n,
GUPBOJ01,10.1002/chem.200902729,
GUPBUP,10.1002/chem.200902729,
GUPCAW,10.1002/chem200902729,
GUPCOK,10.1002/chem.200902729,
GUPCUQ01,10.1002/chem.200902729,
GUPDEB,10.1002/chem.200902729,
GUPDIF,10.1002/chem.200902729,
GUPFAZ,10.1002/chem.200902729,
GUPJEG,10.1002/1521-3749(200102)627:2<131::AID-ZAAC131>3.3.CO;2-R,
GUPJEG01,10.1039/b315483a,
GURPUF,10.1002/chem.200902668,
GURTIX,10.1016/j.jssc.2009.08.024,
GURZID,10.1016/j.ica.2009.12.026,
GURZID01,10.1016/j.ica.2013.09.026,
GUSCIH,10.1016/j.ica.2009.12.022,
GUSJOU,10.1002/chem.200902921,
GUSLUC,10.1016/j.jssc.2009.07.062,
GUSMAJ,10.1016/j.jssc.2009.07.062,
GUSNEN,10.1021/ja0276974,
GUSNEN01,10.1039/C0CC03882B,
GUSPUG,10.1016/j.jssc.2009.10.026,
GUVLAL,10.1002/anie.201000018,
GUWDUY,10.1002/zaac.200900359,
GUXJUF,10.1002/chem.200802730,
GUXLIU,10.1021/cm0212663,
GUXPOF,10.1021/cg801120y,
GUXPUL,10.1021/cg801188r,
GUXQAR,10.1021/ic026175m,
GUXQAS,10.1021/cg801188r,
GUXRAT,10.1021/cg801308u,
GUYLOC,10.1002/anie.201002259,
GUYLUI,10.1002/anie.201002259,
GUYLUI01,10.1021/ic101112b,
GUYMAP,10.1002/anie.201002259,
HABQUY,10.1002/anie.201001009,
HABRAF,10.1002/anie.201001009,
HABREJ,10.1002/anie.201001675,
HABRIN,10.1002/anie.201001675,
HABZEQ,10.1016/S1387-7003(02)00751-7,
HADQUA,10.1039/c1sc00421b,
HAFQOW,10.1021/ja204548d,
HAFQUC,10.1021/ja204548d,
HAFTOZ,10.1039/C1CC14594K,
HAFVOB,10.1039/c1cc14682c,
HAFVUH,10.1039/c1cc14836b,
HAFWAO,10.1039/c1cc14836b,
HAFWUI,10.1039/c1cc14702a,
HAFWUI01,10.1039/c1cc14702a,
HAHPIQ,10.1039/b404269g,
HAJJAE,10.1039/b406883a,
HAJKIO,10.1039/c1jm13762j,
HAJKOU,10.1039/c1jm13762j,
HAJLEK,10.1039/b409543j,
HAJLIO,10.1039/b409543j,
HAJLOU,10.1039/b409543j,
HAJLUA,10.1039/b409543j,
HAJMAH,10.1039/b409543j,
HAJMEL,10.1039/b409543j,
HAKCAZ,-,y
HAKCIG,10.1021/ic048812+,
HAKWUM,10.1021/cm049607v,
HAMJOW,10.1016/j.micromeso.2010.10.011,
HAMREU,10.1016/j.molstruc.2011.08.007,
HAMRIY,10.1016/j.molstruc.2011.08.007,
HANWAW,10.1002/chem.201103927,
HAPHUD,10.1021/ja2108118,
HAPVAX,10.1021/ja209915n,
HAPVEB,10.1021/ja209915n,
HARNAR,10.1039/c2nj20888a,
HASMIZ,10.1021/cg201657q,
HASSUR,10.1021/ja211230p,
HASTAY,10.1021/ja211271m,
HAWGIX,10.1016/j.inoche.2011.12.034,
HAWREE,10.1021/ic2021929,
HAWWEJ,10.1021/ic201986m,
HAWWIN,10.1021/ic201986m,
HAWWOT,10.1021/ic201986m,
HAWWUZ,10.1021/ic201986m,
HAWYUB,10.1021/ic202102m,
HAWZEM,10.1016/j.inoche.2011.12.041,
HAXJEX,10.1107/S0108768112007999,
HAXMUP,10.1246/cl.2005.620,
HAZGOF,10.1021/cm051362e,
HAZGOF01,10.1021/ic201387d,
HAZGOF02,10.1021/ic201387d,
HAZGOF03,10.1021/ic201387d,
HAZGOF04,10.1021/ic201387d,
HAZGOF05,10.1021/ic201387d,
HAZGOF06,10.1021/ic201387d,
HAZGOF07,10.1021/ic201387d,
HAZGOF08,10.1021/ic201387d,
HAZNON,10.1002/chem.201200909,
HAZSIL,10.1016/j.jssc.2005.10.015,
HEBGUS,10.1021/cg300800h,
HEBJAB,10.1021/cg300829c,
HEBKEG,10.1021/cg3008443,
HEBPUB,10.1016/j.solidstatesciences.2012.05.007,
HEBTAL,10.1016/j.solidstatesciences.2012.07.011,
HEBTEP,10.1016/j.solidstatesciences.2012.07.011,
HEBZAR,10.1002/chem.201200889,
HEBZEV,10.1002/chem.201200889,
HECQUB,10.1002/(SICI)1521-3773(19990115)38:1/2<153::AID-ANIE153>3.0.CO;2-U,
HEDBEZ,10.1021/ic3005757,
HEDBID,10.1021/ic3005757,
HEDBOJ,10.1021/ic3005757,
HEDBUP,10.1021/ic3005757,
HEDCAW,10.1021/ic300778m,
HEDCEA,10.1021/ic300778m,
HEDCIE,10.1021/ic300778m,
HEDGUS,10.1002/(SICI)1521-3773(19990115)38:1/2<140::AID-ANIE140>3.0.CO;2-9,
HEDTER,10.1021/cg300386p,
HEFDED,10.1002/anie.201203309,
HEFDIH,10.1002/anie.201203309,
HEFDON,10.1002/anie.201203594,
HEFDUT,10.1002/anie.201203594,
HEFFAB,10.1002/anie.201203594,
HEFFEF,10.1002/anie.201203594,
HEFVAR,10.1016/j.molstruc.2012.05.068,
HEGJUZ,10.1002/adma.200500867,
HEHCOO,10.1016/j.inoche.2012.06.018,
HEJHAH,10.1002/anie.201203594,
HEKTAU,10.1021/cg300566x,
HEKTUO,10.1021/cg300617h,
HELCUY,10.1021/cg3006794,
HELDEJ,10.1021/cg3006794,
HELDOT,10.1021/cg300686n,
HENYUV,10.1021/ja060946u,
HESVOR,10.1021/ja060946u,
HETZUC,10.1016/j.molstruc.2006.05.011,
HEWFUL,10.1002/ejic.200600891,
HEXNII,10.1021/cg0604632,
HEXVEM,10.1021/ja066616r,
HEZKIH,10.1039/b618796j,
HEZSAG,10.1021/cm00041a023,
HEZSEK,10.1021/cm00041a023,
HGCNCO,10.1016/S0020-1693(00)88882-9,
HIBGEF,10.1002/asia.200600390,
HIBGIJ,10.1002/asia.200600390,
HICVOG,10.1039/C3CE40574E,
HICVUM,10.1039/C3CE40574E,
HIDBON,10.1039/C3CE40150B,
HIDMEO,10.1039/C3CC43168A,
HIFGIO,10.1021/cg400376g,
HIFGOU,10.1021/cg400376g,
HIFTOG,10.1021/ja0675447,
HIFTOG01,10.1021/ja0675447,
HIFTOG02,10.1021/ja0675447,
HIFTUM,10.1021/ja069166b,
HIFVOI,10.1002/chem.200700181,
HIFVUO,10.1002/chem.200700181,
HIFVUO01,10.1021/ja308786r,
HIFWAV,10.1002/chem.200700181,
HIFZAY,10.1039/b703911e,
HIGRIA,10.1039/C3DT50787D,
HIHFOV,10.1039/C3CE40762D,
HIHGAI,10.1039/C3CE40682B,
HIHGEM,10.1039/C3CE40682B,
HIHGIQ,10.1039/C3CE40621K,
HIHGOW,10.1039/C3CE40621K,
HIHGUC,10.1039/C3CE40621K,
HIHJUF,10.1039/C3DT51454D,
HIHNUJ,10.1039/C3TA11548H,
HIJSOK,10.1016/j.inoche.2013.08.003,
HIMSAY,10.1021/ja073505z,
HIQNIG,10.1021/cg400579w,
HIQPEE,10.1021/cg400495w,
HIQPII,10.1021/cg400495w,
HISFUM,10.1021/cg400801s,
HISGAT,10.1021/cg400801s,
HISJAW,10.1021/cg4007789,
HISJIE,10.1021/cg4007789,
HIVQAG,10.1039/C3CE42660B,
HIWKEE,10.1021/ic7018132,
HIWKII,10.1021/ic7018132,
HIWLOO,10.1021/ic9715106,
HIWXER,10.1002/ejic.200701083,
HIWXER01,10.1021/cg800248b,
HIXDOH01,10.1021/ic980863h,
HIYBUN,10.1002/anie.200704809,
HIYGIH,10.1039/C4CC00375F,
HIYLUY,10.1021/cg5001254,
HIYMAF,10.1021/cg5001254,
HIYMEJ,10.1021/cg5001254,
HIYYEU,10.1016/j.inoche.2007.12.029,
HIYZEV01,10.1016/j.jssc.2011.10.051,
HIZQEN,10.1039/b718947h,
HIZQUD,10.1039/b718947h,
HOFJIX,10.1039/C4CE00282B,
HOFSUS,10.1039/C4DT00307A,
HOGJIX,10.1002/anie.200801488,
HOGLEV,10.1002/anie.200802087,
HOGLEV01,10.1002/anie.200802087,
HOGSIG,10.1039/b812402g,
HOHMEX,10.1002/chem.200801064,
HOHMIB,10.1002/chem.200801064,
HOJLEY,10.1021/cg800743a,
HOJLID,10.1021/ja502238a,
HOMXIR,10.1021/ic801837t,
HOMZEP,10.1016/j.micromeso.2007.05.018,
HOQMIL04,10.1038/ncomms6851,
HORCOH,10.1039/b810964h,
HORCUN,10.1039/b810964h,
HOTWUJ,10.1039/b804956d,
HOWPOZ,10.1021/cg8009546,
HOWPUF,10.1021/cg8009546,
HOWQAM,10.1021/cg8009546,
HOWQEQ,10.1021/cg8009546,
HOWQOA,10.1021/cg8009546,
HOXGEH,10.1021/cg801313u,
HOXJIO,10.1021/cg800869u,
HOXKIP,10.1021/cg800531y,
HOXKUB,10.1021/cg800531y,
HOYTUL,10.1002/anie.200805302,
HOZTOG,10.1021/ic802457j,
HUCBAJ,10.1038/nchem.333,
HUCBEN,10.1038/nchem.333,
HUCLIB,10.1107/S1600536809032115,
HUHJAW,10.1021/cg8010629,
HUKQUZ,10.1039/b204849c,
HUMQUC,-,y
HURGEH,10.1039/b919675g,
HURGOR,10.1039/b919675g,
HURGUX,10.1039/b919675g,
HURGUX01,10.1039/c1ce05190c,
HURNOX,10.1039/b210753h,
HURQUG,10.1002/zaac.200390014,
HUSGAE,10.1021/ic9007813,
HUSQES,10.1039/b922732f,
HUTTIA,10.1021/ic901429u,
HUTZAX01,10.1039/b708479j,
HUTZEB,-,y
HUXWAY,10.1016/S0020-1693(02)01429-9,
HUYJOA,10.1021/ic025775i,
HUYJUG,10.1021/ic025775i,
HUYKAN,10.1021/ic025775i,
HUYKUH,10.1021/ic025775i,
HUZFIS,10.1021/cg900980y,
HUZFOY,10.1021/cg900980y,
HUZSOL,10.1021/cg901347p,
HUZSOL01,10.1021/cg901347p,
HUZSUR,10.1021/cg901347p,
HUZSUR01,10.1021/cg901347p,
IBARUA,10.1021/ja200978u,
IBASAH,10.1021/ja200978u,
IBASEL,10.1021/ja200978u,
IBASOV,10.1021/ja200978u,
IBASUB,10.1021/ja200978u,
IBATAI,10.1021/ja200978u,
IBATEM,10.1021/ja200978u,
IBICAZ,10.1021/ja2078637,
IBICED,10.1021/ja2078637,
IBICIH,10.1021/ja2078637,
IBICON,10.1021/ja2078637,
IBICUT,10.1021/ja2078637,
IBIDAA,10.1021/ja2078637,
IBITUK,10.1016/j.inoche.2011.08.018,
IBIYOI,10.1002/anie.200460076,
IBOWIH,10.1039/c1ce05872j,
IBOZIK,10.1039/c1ce05549f,
IBUDOZ,10.1002/ejic.200400170,
IBUYAH,10.1039/c1ce05889d,
ic025743v_s1,10.1021/ic025743v,
ic034943jsi20030807_040506,10.1021/ic034943j,
ic048812,10.1021/ic048812,
ic049498msi20040906_121120,10.1021/ic049498m,
ic050064gsi20050115_040515,10.1021/ic050064g,
ic051143vsi20050711_050730,10.1021/ic051143v,
ic051810ksi20051020_012545,10.1021/ic051810k,
ic051810ksi20060220_094504,10.1021/ic051810k,
ic0520162si20051122_054836,10.1021/ic0520162,
ic0520162si20051122_054857,10.1021/ic0520162,
ic060004qsi20060102_072436,10.1021/ic060004q,
ic060030osi20060309_091447,10.1021/ic060030o,
ic060608urom20060410_101638,10.1021/ic060608u,
ic060771psi20060614_113937,10.1021/ic060771p,
ic062019u-file003,10.1021/ic062019u,
ic062019usi20061020_054948,10.1021/ic062019u,
ic070274o-file006,10.1021/ic070274o,
ic070274osi20070211_065642,10.1021/ic070274o,
ic1000792_si_002,10.1021/ic1000792,
ic100188w_si_002,10.1021/ic100188w,
ic1010083_si_002,10.1021/ic1010083,
ic101789u_si_002,10.1021/ic101789u,
